hunt for,[hənt fər],搜寻,
impose on,[ˌɪmˈpoʊz ɔn],强迫；施加影响于,Many signals that animals make seem to impose on the signalers costs that are overly damaging
impress (sb.) with,[ˌɪmˈprɛs (sb*.) wɪθ],给（某人）以深刻印象,
in a large part,[ɪn ə lɑrʤ pɑrt],在很大程度上,
in a row,[ɪn ə roʊ],连续,
in a sense,[ɪn ə sɛns],在某种意上,"To be sure, their evaluation of the technical flaws in 1920s sound experiments was not so far off the mark, yet they neglected to take into account important new forces in the motion picture field that, in a sense, would not take no for an answer"
in a way,[ɪn ə weɪ],在某种程度上,
in abundance,[ɪn əˈbəndəns],大量；丰盛,
in accordance with,[ɪn əˈkɔrdəns wɪθ],按照；根据；与一致,
in addition,[ɪn əˈdɪʃən],另外；此外,To indicate that there are other types of influences on climate variability in addition to those previously discussed
in addition to,[ɪn əˈdɪʃən tɪ],除......之外（还有；也）,To indicate that there are other types of influences on climate variability in addition to those previously discussed
in advance,[ɪn ədˈvæns],提前,
in agreement with,[ɪn əˈgrimənt wɪθ],同意,
in alliance with,[ɪn əˈlaɪəns wɪθ],与......联盟,
in an attempt to,[ɪn ən əˈtɛmpt tɪ],企图；为了,"Advertisers in the past have used radio and television in an attempt to provide information  about their products to large, general audiences; it was once thought that the best way  to sell a product was to advertise it to as many people as possible"
in an effort to,[ɪn ən ˈɛfərt tɪ],企图；努力想；为了,"[E] Because high concentrations of sodium chloride and other salts limit growth in most plants, much research has been done in an effort to develop salt-tolerant agricultural"
in any case,[ɪn ˈɛni keɪs], 无论如何；任何情况下,
in black and white,[ɪn blæk ənd waɪt], 白纸黑字；书面的；印刷的,
in bloom,[ɪn blum],（花）盛开,
in brief,[ɪn brif],简言之,
in bulk,[ɪn bəlk], 散装；大批；大量,
in case,[ɪn keɪs],万一；假使,
in certain cases,[ɪn ˈsərtən ˈkeɪsɪz],在某些情況下,
in charge of,[ɪn ʧɑrʤ əv],负责,
in collaboration with,[ɪn kəˌlæbərˈeɪʃən wɪθ],与......合作,
in combination with,[ɪn ˌkɑmbəˈneɪʃən wɪθ],与......结合,
in common,[ɪn ˈkɑmən],共同的；共有的,Why the woman has little in common with her roommates
in comparison,[ɪn kəmˈpɛrəsən],相比之下；比较起来,
in comparison with,[ɪn kəmˈpɛrəsən wɪθ],与.......比较,
in confidence,[ɪn ˈkɑnfədɛns],秘密地；私下地,
in conjunction with,[ɪn kənˈʤəŋkʃən wɪθ],与......协力；连同,
in consequence of,[ɪn ˈkɑnsəkwəns əv],由于......的缘故,
in contact,[ɪn ˈkɑnˌtækt],接触,
in contrast,[ɪn ˈkɑntræst],与此相反,
in contrast to,[ɪn ˈkɑntræst tɪ],与......形成对照,
in debt,[ɪn dɛt],欠债；欠情,
in demand,[ɪn dɪˈmænd],有需要的；受欢迎的,
in depth,[ɪn dɛpθ],全面地；深入地；详细地,
in despair,[ɪn dɪˈspɛr],绝望地,
in detail,[ɪn ˈditeɪl],详细地,"Rather than choosing one or two reasons and explaining them in detail (using a personal experience, hypothetical situation, etc"
in dispute,[ɪn dɪˈspjut],在争论中；未解决的,
in each case,[ɪn iʧ keɪs],在每种情况下,The lecturer discusses the points made in the text but reaches a different conclusion in each case
in effect,[ɪn ˈifɛkt],实际上,"Further observation revealed the tendency of teachers to evaluate events rather than review the contributory factors in a considered manner by, in effect, standing outside the situation"
in embryo,[ɪn ˈɛmbriˌoʊ],在萌芽中；在酝酿中,
in equilibrium with,[ɪn ˌikwəˈlɪbriəm wɪθ],与......相平衡,
in essence,[ɪn ˈɛsəns],本质上；其实；大体上,
in evidence,[ɪn ˈɛvədəns],明显的；显眼的,[C] Water ice could contain evidence of primit ive life on the Moon
in excess of,[ɪn ˈɛkˌsɛs əv],超过；多于,
in fact,[ɪn fækt],实际上,"However, dinosaurs differ in many ways from modern reptiles, and there is now considerable evidence that dinosaurs were, in fact, endotherms"
in favor of,[ɪn ˈfeɪvər əv],有利于；支持,To present evidence in favor of Heyerdahl's idea about American Indians reaching Oceania
in force,[ɪn fɔrs],已生效；大批地,
in general,[ɪn ˈʤɛnərəl],总之；通常；一般来说,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems"
in good temper,[ɪn gʊd ˈtɛmpər],心情好,
in great quantities,[ɪn greɪt kˈwɑntətiz], 大量的,
in hand,[ɪn hænd],在手头；在控制中；在进行中,
in harmony with,[ɪn ˈhɑrməni wɪθ],与......协调一致；与......和睦相处,
in haste,[ɪn heɪst],匆忙地；草率地,
in honor of,[ɪn ˈɑnər əv],向......致敬；紀念......,
in large numbers,[ɪn lɑrʤ ˈnəmbərz],大量地（的）,
in line,[ɪn laɪn],排队；成一直线,
in nature,[ɪn ˈneɪʧər], 本质上；其实；大体上,
in no sense,[ɪn noʊ sɛns],绝不是,
in no way,[ɪn noʊ weɪ],绝不；无论如何不,
in one sense,[ɪn wən sɛns],在某种意上,
in one's shoes,[ɪn wənz ʃuz], 处于某种地位（或境地）,
in one's view/opinion,[ɪn wənz view/opinion*],在某人看来,
in operation,[ɪn ˌɑpərˈeɪʃən],生效；运转着；在操作中,
in opposition to,[ɪn ˌɑpəˈzɪʃən tɪ],反对；与......相反,
in order,[ɪn ˈɔrdər],秩序井然；整齐,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops"
in order to,[ɪn ˈɔrdər tɪ],为了,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops"
in other words,[ɪn ˈəðər wərdz],换句话说,"The relationship of north and south was symbiotic, in other words, and the contrast between them was more one of differences in degree than of polar opposition"
in part,[ɪn pɑrt],部分地,"[B] Little is known about the stages of evolution during the Cambrian period, in part  because early animals were soft bodied and could fossilize only under particular  conditions"
in particular,[ɪn ˌpɑˈtɪkjələr],尤其；特別,"Ever  since people had begun to catalog the strata in particular outcrops, there had been the hope that  these could somehow be used to calculate geological time"
in perspective,[ɪn pərˈspɛktɪv],正确地看待（或判断）；如实地,
in place,[ɪn pleɪs],在正确位置；准备妥当,"The disadvantage of using waterpower is that streams do not necessarily flow in places  that are the most suitable for factories, which explains why so many water-powered  grain and textile mills were located in undesirable places"
in preference to,[ɪn ˈprɛfərəns tɪ],优先于,
in principle,[ɪn ˈprɪnsəpəl],原则上,
in private,[ɪn ˈpraɪvət],私下,
in progress,[ɪn ˈprɑˌgrɛs],进行中,describe accidents that have occurred when oil activities were in progress
in public,[ɪn ˈpəblɪk],公开地；当众,Role in public life in the community D
in quest of,[ɪn kwɛst əv],寻找；探求,
in reality,[ɪn ˌriˈæləˌti],事实上；在现实中,
in relation to,[ɪn riˈleɪʃən tɪ],关于；涉及；与......有关,the location of the market in relation to the drilling site
in response,[ɪn rɪˈspɑns],作为回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities"
in response to,[ɪn rɪˈspɑns tɪ],响应；回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities"
in return,[ɪn rɪˈtərn],作为报答,"In fact, franchise owners have to pay a portion of their income to the parent company in return for advertising services"
in ruins,[ɪn ruɪnz],毁坏，严重受损,
in search of,[ɪn sərʧ əv],寻找,
in sequence,[ɪn ˈsikwəns],依次；逐一,"Because people did not catalog regional differences in sequences of rocks, it was  believed that rocks could never be reliable time markers"
in short,[ɪn ʃɔrt],总之；简而言之,groups of investors engaged in short-term financial cooperation
in some cases,[ɪn səm ˈkeɪsɪz],在某些情况下；有时候,
in spite of,[ɪn spaɪt əv],尽管,"Th e writer goes on to conclud e that in spite of some drawbacks, overall the Internet is quite valuable in what it provid es to us"
in succession,[ɪn səkˈsɛʃən],连续地,
in summary,[ɪn ˈsəməri],总的来说；概括起来,
in support of,[ɪn səˈpɔrt əv],支持；拥护,
in terms of,[ɪn tərmz əv],依据；按照；在......方面,Development is not evaluated simply in terms of how many words you write
in the absence of,[ɪn ðə ˈæbsəns əv],缺乏；不存在,"Speculation on the origin of these Pacific islanders began as soon as outsiders encountered  them; in the absence of solid linguistic, archaeological, and biological data, many fanciful and  mutually exclusive theories were devised"
in the case of,[ɪn ðə keɪs əv],在......的情況下；就......両言,
in the end,[ɪn ðə ɛnd],终于；最后,
in the face of,[ɪn ðə feɪs əv],面对（问题、困难等）,
in the first place,[ɪn ðə fərst pleɪs],第一；首先,"The basic cultural requirements for the successful colonization of the Pacific islands include  the appropriate boat-building, sailing, and navigation skills to get to the islands in the first place;  domesticated plants and gardening skills suited to often marginal conditions; and a varied inventory  of fishing implements and techniques"
in the form of,[ɪn ðə fɔrm əv],以.......的形式,[D] The expansion of trade was facilitated by developments in banking and financial services and benefitted from the huge influx of capital in the form of gold and silver from the Americas
in the future,[ɪn ðə fˈjuʧər],在将来,"One successful way to express agreement with the statement is to develop your response around the central concept that the costs of driving cars in the future may become prohibitive for many workers; because the cost of nonrenewable fuels keeps going up, people twenty years from now would realize how much they could save by taking public transportat ion"
in the hands of,[ɪn ðə hænz əv],由......掌握；在......手上,
in the long run,[ɪn ðə lɔŋ rən],从长远来看,
in the main,[ɪn ðə meɪn],大体上；基本上,
in the middle of,[ɪn ðə ˈmɪdəl əv],在......中間,An animal falls asleep in the middle of a mating ritual
in the midst of,[ɪn ðə mɪst əv],在......之中,
in the nature of,[ɪn ðə ˈneɪʧər əv],按........的本性,
in the past,[ɪn ðə pæst],在过去,"Although this rise of oil is almost always carefully controlled today, spouts of oil, or gushers, were common in the past"
in the presence of,[ɪn ðə ˈprɛzəns əv],在......面前,The fungi produce less waste in the presence of algae
in the process of,[ɪn ðə ˈprɔˌsɛs əv],在......的辻程中,
in the same way,[ɪn ðə seɪm weɪ], 以同样的方式,They function in the same way as the signals all animals use to communic ate
in the time of,[ɪn ðə taɪm əv],在......这段时间,To establish that people vary in the time of their earliest memory
in the vicinity of,[ɪn ðə vɪˈsɪnɪti əv],在......附近,
in this case,[ɪn ðɪs keɪs],既然这样；在这种情况下,"For example, you could say that a  doctor has gone to school for a long time and it  takes a long time to learn to be a good doctor,  so in this case changing careers would not make  sense"
in times of,[ɪn taɪmz əv],在......的时候,
in trouble,[ɪn ˈtrəbəl], 处于困境中；遇到麻烦,
in turn,[ɪn tərn], 反过来,"If you agree with the stateme nt and believe that technology stifles children's creativit y, you might support that by explaining how the computer keeps kids in the home and away from other kids; the abilit y to deploy communication skills in face-to-face situations, suffers as a consequence, and this in turn hinders the development of creativit y"
in use,[ɪn juz], 在使用中,In twenty years there will be fewer cars in use than there are today
in view of,[ɪn vju əv],由于；鉴于,
induce to,[ˌɪnˈdus tɪ],诱使,
inform sb. of sth.,[ˌɪnˈfɔrm sb*. əv sth*.],通知（或告诉）某人某事,
inherit...from...,[inherit...from*...],从.......继承......,
inject...into...,[inject...into*...],把......注入.......,
insist on,[ˌɪnˈsɪst ɔn],坚持；坚决要求,
inspire sb. with sth.,[ˌɪnˈspaɪr sb*. wɪθ sth*.],激发某人的某种感情；使某人产生某种,
instead of,[ˌɪnˈstɛd əv],代替；而不是,An animal attacks the ground instead of its enemy
intend to do sth.,[ˌɪnˈtɛnd tɪ du sth*.],想要做某事；打算做某事,
interact with,[ˌɪnərˈækt wɪθ],与......相互作用,"And most importantly, they can interact with the computer game at their convinience at home"
interfere with,[ˌɪnərˈfɪr wɪθ],干涉；妨碍,The millennium when humans began to interfere with the climate
introduce into,[ˌɪntrəˈdus ˈɪntu],引进,
intrude into,[ˌɪnˈtrud ˈɪntu],侵入,
keep a hold on,[kip ə hoʊld ɔn],掌握；留住,
keep a record of,[kip ə ˈrɛkərd əv],把......记录下来,
keep an eye on,[kip ən aɪ ɔn],留意；照看；密切注视,
keep away from,[kip əˈweɪ frəm],避开；远离,
keep in mind,[kip ɪn maɪnd],记住,
keep in touch,[kip ɪn təʧ],保持联系,
keep one's head,[kip wənz hɛd],保持镇静,
keep one's promise/word,[kip wənz promise/word*],信守承诺；守信用,
keep pace with,[kip peɪs wɪθ],与......保持同歩,
keep record of,[kip ˈrɛkərd əv],保持......的记录,
keep track of,[kip træk əv],记录；与......保持联系,
keep up with,[kip əp wɪθ],赶得上,What does the professor advise the student to do in order to keep up with the class she is in?
kick off,[kɪk ɔf],开始；（足球）中线开球,
kill off,[kɪl ɔf],消灭；扼杀,
knock around,[nɑk əraʊnd],到处游荡；粗鲁地对待,
knock out,[nɑk aʊt], 淘汰；击昏,
lack of,[læk əv],没有；缺乏,The early explorers and settlers told of abundant deer in the early 1800s and yet almost in the same breath bemoaned the lack of this succulent game animal
lag behind,[læg bɪˈhaɪnd],落后于,
large quantities of,[lɑrʤ kˈwɑntətiz əv],大量的,The movement of glaciers carried away large quantities of rock
last for,[læst fər],持续；延续；历时......,Young children are not capable of forming memories that last for more than a short time
lay off,[leɪ ɔf],（临时）解雇；停止；休息,
lay out,[leɪ aʊt],展示；安排；策划（计划、论点等）；,
lay stress on,[leɪ strɛs ɔn],把重点放在；在......上用力,
lay the blame on,[leɪ ðə bleɪm ɔn],归咎于,
lay the foundation of,[leɪ ðə faʊnˈdeɪʃən əv],为......打基础；为......奠定基础,
lead to,[lɛd tɪ],导致,To provide support for the idea that habitat destruction would lead to population decline
lead up to,[lɛd əp tɪ],导致；是......的先导,
lean on,[lin ɔn],依靠；依赖,
learn about,[lərn əˈbaʊt],了解,He feels that the approach taken in this course is the best way to learn about film
learn from,[lərn frəm],从......中学习,
leave alone,[liv əˈloʊn],更不用说；不理会；不打扰,
leave behind,[liv bɪˈhaɪnd],留下；超过,"Therefore, a begging nestling that secures food at the expense of its siblings might actually leave behind fewer copies of its genes overall than it might otherwise"
leave off,[liv ɔf],停止,
leave out,[liv aʊt],不考虑；排除,Which of the sentences below best expresses the essential information in the highlighted sentence in paragraph S? Incorrect choices change the meaning in important ways or leave out essential in formation
let go,[lɛt goʊ],放开；松手,
let off,[lɛt ɔf],宽恕；从宽处理；免除,
lie in,[laɪ ɪn],在于；睡懒觉,Commercial fossil collectors typically pay no attention to how fossils lie in the ground or to the smaller fossils that may surround bigger ones
life expectancy,[laɪf ɪkˈspɛktənsi],预期寿命,
light up,[laɪt əp], 发光；照亮,
line up,[laɪn əp],排列成；整队,
linger on,[ˈlɪŋər ɔn],继续存留,
link up,[lɪŋk əp],会合；连接；联系,
link with,[lɪŋk wɪθ],与......有关；与......联系,
little by little,[ˈlɪtəl baɪ ˈlɪtəl],渐渐地,
live off,[lɪv ɔf], 靠......过活；以......为生,
live on,[lɪv ɔn],继续活着；继续存在；靠......为生,The little creature is apparently restricted to the desert not because it is specialized to live only there but because that is the only habitat where none of the other chipmunk species can live
live out,[lɪv aʊt],住在外面；实践；实现,
live up to,[lɪv əp tɪ],达到；符合；不辜负（他人的期望）,
load up,[loʊd əp],（向车辆或容器里）大量装入,
loads of,[loʊdz əv],大量；许多,
long after,[lɔŋ ˈæftər],很久以后,"The part of the brain responsible for fine control and movement is located in the left cerebral hemisphere, and the findings above suggest that the human brain was already asymmetrical in its structure and function not long after 2 million years ago"
long ago,[lɔŋ əˈgoʊ], 很久以前,"Not long ago, the Sahara had a different climate"
long before,[lɔŋ ˌbiˈfɔr],很早以前；早在......之前,"[D] Discoveries made by Galileo provided support for a model of the solar system that had been developed long before by Kan Te, an ancient Chinese astronomer"
long for,[lɔŋ fər], 渴望,
look after,[lʊk ˈæftər],照顾；照管,
look around,[lʊk əraʊnd],到处察看；环顾四周,
look back on,[lʊk bæk ɔn],回顾,
look down on,[lʊk daʊn ɔn],看不起；轻视,
look for,[lʊk fər],寻找,"What is important to understand from the lecture is that the professor disagrees with the advantages of buying franchises presented in the reading, namely that a franchise owner does not have to look for suppliers; that a franchise owner gets the benefit of advertising done by the parent company; and that franchises provide more security than other types of business"
look forward to,[lʊk ˈfɔrwərd tɪ],盼望；期待,
look into,[lʊk ˈɪntu],观察；调查,
look out for,[lʊk aʊt fər],留神；注意；提防；警惕,
look through,[lʊk θru],浏览；温习；看穿；识破,
look to,[lʊk tɪ], 指望；展望；注意,
look up from,[lʊk əp frəm],（在低头看某物时）抬头往上看,
look up to,[lʊk əp tɪ],尊敬；敬仰；仰望,
lose interest in,[luz ˈɪntəˌrɛst ɪn],对......失去兴趣,
lose one's way,[luz wənz weɪ],迷路,"How could a bird navigate by the Sun when some of us lose our way with road maps? Obviously, more testing was in order"
lose one's head,[luz wənz hɛd],不知所措,
lose one's nerve,[luz wənz nərv],失去勇气,
lose one's temper,[luz wənz ˈtɛmpər],发怒；发脾气,
major in,[ˈmeɪʤər ɪn],主修,
make...a top priority,[make...a* tɔp praɪˈɔrəti],使成为首要任务；当务之急,
make a bargain with,[meɪk ə ˈbɑrgɪn wɪθ],和......讨价还价；与......达成协议,
make a compromise,[meɪk ə ˈkɑmprəˌmaɪz],妥协；折中,
make a contribution to,[meɪk ə ˌkɑntrəˈbjuʃən tɪ],对......有贡献,
make a difference,[meɪk ə ˈdɪfərəns],有影响；起（重要）作用,
make a fuss of,[meɪk ə fəs əv],大惊小怪；过分关注,
make a living,[meɪk ə ˈlɪvɪŋ],谋生,
make a mistake,[meɪk ə mɪˈsteɪk],犯错误,
make a profit from,[meɪk ə ˈprɑfɪt frəm],从......中荻利,
make a remark,[meɪk ə rɪˈmɑrk],评论；发表意见,
make allowance for,[meɪk əˈlaʊəns fər],考虑到；顾及；体谅,
make arrangements for,[meɪk ərˈeɪnʤmənts fər],为......安排好,
make certain,[meɪk ˈsərtən],弄清楚,
make efforts to do sth.,[meɪk ˈɛfərts tɪ du sth*.],努力做某事,
make ends meet,[meɪk ɛndz mit],勉强维持生计；使收支相抵,
make fun of,[meɪk fən əv],取笑；嘲弄,
make it difficult for sb. to do sth.,[meɪk ɪt ˈdɪfəkəlt fər sb*. tɪ du sth*.],使某人做某事变得困难,
make it necessary to,[meɪk ɪt ˈnɛsəˌsɛri tɪ],使有必要,
make it possible to,[meɪk ɪt ˈpɑsəbəl tɪ],使有可能,
make mention of,[meɪk ˈmɛnʃən əv],提到,
make no attempt to,[meɪk noʊ əˈtɛmpt tɪ],不尝试做,
make no difference,[meɪk noʊ ˈdɪfərəns],没有影响；不起作用,
make no sense,[meɪk noʊ sɛns],毫无意义,
make one's appearance,[meɪk wənz əˈpɪrəns],出现；露面,
make peace with,[meɪk pis wɪθ],与......讲和；与......休战,
make progress in,[meɪk ˈprɑˌgrɛs ɪn],在......有进展,
make sense,[meɪk sɛns],说得通,
make the best of,[meɪk ðə bɛst əv],充分利用；妥善处理,
make the most of,[meɪk ðə moʊst əv],充分利用,
make up,[meɪk əp],组成；补足；化妆；编造,"Together, Melanesia, Micronesia, and Polynesia make up the region described as  the Pacific islands, or Oceania"
make up for,[meɪk əp fər],补偿；弥补,
make up one's mind,[meɪk əp wənz maɪnd],下決心,
make use of,[meɪk juz əv],使用；利用,"Running water was the only source of power that was suitable for the continuous  operation of machines, but to make use of it, factories had to be located where the water  was, regardless of whether such locations made sense otherwise"
make way for,[meɪk weɪ fər],让路；为......开路,
manage to do sth.,[ˈmænɪʤ tɪ du sth*.],设法做到某事,
map out,[mæp aʊt],（精心细致地）规划；安排,"These sites usually map out the important stories, passages, and characters for the student"
match up,[mæʧ əp],使相配；使协调,
match with,[mæʧ wɪθ],使和......相匹配,
mean to do sth.,[min tɪ du sth*.],打算做某事；有意做某事,
meet the need,[mit ðə nid],满足需求,They can be adapted to meet the needs of a community
meet with,[mit wɪθ],见面；符合；满足,
mess up,[mɛs əp],陷入困境；搞糟,
mess with,[mɛs wɪθ],干涉；卷入；胡乱摆弄,
might as well,[maɪt ɛz wɛl],不妨,
millions of,[ˈmɪljənz əv],数百万的,"Over long periods of time (millions of years), accumulations of gas and oil can collect in the sandy layers"
mix with,[mɪks wɪθ],和......混合,
more or less,[mɔr ər lɛs],或多或少,
more than,[mɔr ðən],不仅仅是,Since the 1940s the winter populations of deer have fluctuated more than the summer populations have
most of all,[moʊst əv ɔl],最重要的是；首先,
move about,[muv əˈbaʊt],走来走去；经常搬家,
move across,[muv əˈkrɔs],跨越,
move around,[muv əraʊnd],走来走去；绕着......来回转,"You should also explain that other animals have camouflage that changes colors to match whatever environment the animals are in, so that they can move around and still be protected"
move down,[muv daʊn],将......移至低处；进入,
move in,[muv ɪn], 生活于；周旋于；进入,"As muddy sediments are pressed together, the gas and small droplets of oil may be squeezed out of the mud and may move into sandy layers nearby"
move off,[muv ɔf], 启动；离去,"To explain the points she makes, you could say that she argues that the renovations will create noise or disturbances, and that people will actually move off campus because of that in the short term"
move on,[muv ɔn],继续前进；开始做（别的事）,She thinks it is time to move on to the next part of this lecture
move out of,[muv aʊt əv],从......移除,
move through,[muv θru],穿过,
much less,[məʧ lɛs],更不用说；不及,"The idea might sound  attractive, but the communal online encyclopedias have several important problems that make  them much less valuable than traditional, printed encyclopedias"
needless to say,[ˈnidləs tɪ seɪ],不用说,
neither...nor...,[neither...nor*...],既不......也不......,"The majority of three-dimensional representations, whether standing, seated, or kneeling, exhibit what is called frontality: they face straight ahead, neither twisting nor turning"
night and day,[naɪt ənd deɪ],夜以继日,
no doubt,[noʊ daʊt],无疑；必定,
no longer,[noʊ ˈlɔŋgər],不再；已不,It no longer lives in a particular type of habitat that it once occupied
no matter what,[noʊ ˈmætər wət],不管怎样,
no sooner...than,[noʊ sooner...than*],一.......就,
no wonder,[noʊ ˈwəndər],难怪,
none of,[nən əv],（三者或三者以上）都不,The little creature is apparently restricted to the desert not because it is specialized to live only there but because that is the only habitat where none of the other chipmunk species can live
not...at all,[not...at* ɔl],根本不......,"You will not have time to repeat all of the details from the lecture and reading, and you should not try to do that"
not...but...,[not...but*...],不是......雨是......,"There are many possibilities, and  the specific example you choose is not important as  long as it contributes to your argument"
not just...but also...,[nɑt just...but* ˈɔlsoʊ...],不似........述有......,
not until...that,[nɑt until...that*],直到.......才,
now and then,[naʊ ənd ðɛn],偶尔,"The speaker gives a clear summary of the lecture, starting with a statement of what researchers believed until now and then explaining what was found in the experiment"
now that,[naʊ ðət],既然；由于,To explain how scientists know that meteors penetrate the Moon's crust
occur to,[əˈkər tɪ],发生；想到,"If the divisions are gradual, perhaps, as Gleason suggested, each species is responding individually to its environment, and clusters of species are not so integrated that they must always occur together"
offer a glimpse into,[ˈɔfər ə glɪmps ˈɪntu],一窥,
offer to do sth.,[ˈɔfər tɪ du sth*.],主动提出做某事,
omit to do sth.,[oʊˈmɪt tɪ du sth*.],忘记做某事,
on a...scale,[ɔn a...scale*],在某个规模上,"Levels of general literacy in the south far surpassed those of the north, and the people of the south put that learning to use on a large scale"
on account of,[ɔn əˈkaʊnt əv],由于；因为；为了......的缘故,
on and off,[ɔn ənd ɔf],断断续续；不时地,
on any account,[ɔn ˈɛni əˈkaʊnt],无论如何,
on average,[ɔn ˈævərɪʤ],平均,
on balance,[ɔn ˈbæləns],总而言之,
on behalf of,[ɔn bɪˈhæf əv],代表；为了......的利益,
on campus,[ɔn ˈkæmpəs],在校内,To indicate that she has known some people on campus for a long time
on condition that,[ɔn kənˈdɪʃən ðət],在......条件下,
on diet,[ɔn daɪət],节食；减肥,
on duty,[ɔn ˈduti],值班；上班,
on hand,[ɔn hænd], 在手边；在场；即将发生,
on land,[ɔn lænd],在陆地上,"More than one-quarter of the world's oil and almost one-fifth of the world's natural gas come from offshore, even though offshore drilling is six to seven times more expensive than drilling on land"
on occasion,[ɔn əˈkeɪʒən], 有时；偶尔,
on one hand,[ɔn wən hænd],一方面,
on purpose,[ɔn ˈpərpəs],故意地,
on sale,[ɔn seɪl],销售,
on shore,[ɔn ʃɔr], 在岸上,"No dead sea otters have been found washed up on shore; this weakens the pollution theory but supports the predator theory, since the predators would eat the otters as they caught them, leaving no remains"
on the basis of,[ɔn ðə ˈbeɪsɪs əv],根据；基于,Your response will be judged on the basis of the quality of your writing and on how well your response presents the points in the lecture and their relationship to the reading passage
on the contrary,[ɔn ðə ˈkɑntrɛri],反之；正相反,
on the edge of,[ɔn ðə ɛʤ əv],几乎；濒于,
on the ground of,[ɔn ðə graʊnd əv],根据；以......为理由,
on the horizon,[ɔn ðə hərˈaɪzən],即将发生；临近,
on the other hand,[ɔn ðə ˈəðər hænd],另一方面,"The potato plant, on the other hand uses a chemical defense"
on the rise,[ɔn ðə raɪz],区在增加；在上涨,
on the sides of,[ɔn ðə saɪdz əv],在......两侧,
on the spot,[ɔn ðə spɑt],立刻；当场,
on the threshold of,[ɔn ðə θˈrɛˌʃoʊld əv],即将开始；即将经历,
on the verge of,[ɔn ðə vərʤ əv], 接近于；濒于,
on the way,[ɔn ðə weɪ],在......途中；即将到来,
on the whole,[ɔn ðə hoʊl], 基本上；大体上；总体而言,
on top of,[ɔn tɔp əv],在......之上,
once and for all,[wəns ənd fər ɔl],最终地；彻底地,
once in a while,[wəns ɪn ə waɪl],有时；偶尔,
only if,[ˈoʊnli ɪf],只有......,"But running is efficient only if an animal's legs are positioned underneath its body, not at the body's side, as they are for crocodiles and many lizards"
open up,[ˈoʊpən əp], 打开；提供（机会）；（机会、可能性）出现,
or so,[ər soʊ],大约；左右,"Scientists have known for some time that certain plants, called hyperaccum ulators, can  concentrate minerals at levels a hundredfold or greater than normal"
or something,[ər ˈsəmθɪŋ],诸如此类,"In 1831 when Smith was finally recognized by the Geological Society of London as the ""father  of English geology,"" it was not only for his maps but also for something even more important"
originate from,[ərˈɪʤəˌneɪt frəm],来自,"Petroleum, consisting of crude oil and natural gas, seems to originate from organic matter in marine sediment"
other than,[ˈəðər ðən],不同于；除了,To explain that some animals display displacement activities other than groo ming
ought to,[ɔt tɪ],应该,Another explanation for the focus on animals might be that these people sought to improve their luck at hunting
out of breath,[aʊt əv brɛθ],喘不过气；上气不接下气,
out of control,[aʊt əv kənˈtroʊl], 失去控制,
out of curiosity,[aʊt əv ˌkjʊriˈɑsəti],出于好奇,
out of order,[aʊt əv ˈɔrdər],发生故障；失调,
out of sight,[aʊt əv saɪt],看不见的,
out of temper,[aʊt əv ˈtɛmpər],发脾气；生气,
out of the blue,[aʊt əv ðə blu],突然地；出乎意料,
out of time,[aʊt əv taɪm], 不合时宜；不合拍,"The speaker does a fairly good job of explaining substitute goods and their effect on demand, but she runs out of time before she can finish talking about complement goods"
out of touch,[aʊt əv təʧ], 失去联系,
out of work,[aʊt əv wərk],失业,
over a period of,[ˈoʊvər ə ˈpɪriəd əv],在......时期内,It was used by a group of teachers over a period of years
over the course of,[ˈoʊvər ðə kɔrs əv],在...过程中,
owe...to,[owe...to*],把......归功于；把......归因于,"Consistent with this idea, according to the investigators, is the fact that the art of the cultural period that followed the Upper Paleolithic also seems to reflect how people got their food"
pack away,[pæk əˈweɪ],收藏；收拾,
paint with,[peɪnt wɪθ],用......涂,
pair with,[pɛr wɪθ],与......成对；与......配对,
pairs of,[pɛrz əv],几对；几双,
participate in,[pɑrˈtɪsəˌpeɪt ɪn],参加；分享,"The paintings were located where many people could easily see them, allowing groups of people to participate in the magical-religious activities"
pass across,[pæs əˈkrɔs],穿过,
pass away,[pæs əˈweɪ],去世；逝世,
pass by,[pæs baɪ],经过；走过；逝去,
pass on,[pæs ɔn],传递,
pass over,[pæs ˈoʊvər],避免提及（或考虑）,
pass through,[pæs θru], 穿过,"Since many students pass through the student center every day, artwork displayed in the lobby would be viewed by hundreds of people"
pass to,[pæs tɪ], 传递给,""" They seemed to be using the Sun as a compass to determine direction"
pave the way for,[peɪv ðə weɪ fər],为......做准备；为......铺平道路,
pay a price for,[peɪ ə praɪs fər],为......付出代价,
